"Species","Pathway","rho","p","FDR"
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7663..gondoate.biosynthesis..anaerobic..g__Escherichia.s__Escherichia_coli",0.0799468301264522,0.0136087286873514,0.0255370386624335
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation",0.111022997083617,0.000599872194915486,0.00151809323104932
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.",0.101239813903508,0.00176216739738331,0.00406951231276569
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","FERMENTATION.PWY..mixed.acid.fermentation",0.0790764677790218,0.0146676943857761,0.0273160322366338
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate",0.151602263770892,2.61887747534974e-06,9.83279754344685e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.",0.0971556111216372,0.00269226487720122,0.00600143850348465
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants.",0.132907026923657,3.89444879220574e-05,0.000122114526661127
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I",0.132907026923657,3.89444879220574e-05,0.000122114526661127
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","GALACTARDEG.PWY..D.galactarate.degradation.I",0.191239198072399,2.71745364608514e-09,1.46753772629867e-08
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation",0.191239198072399,2.71745364608514e-09,1.46753772629867e-08
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation",0.262119249588998,2.01654763608519e-16,1.74031822053566e-15
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.",0.108593021565622,0.00079047027777836,0.00195350046540072
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III",0.152604819215086,2.24420869652296e-06,8.49257043807784e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5863..superpathway.of.phylloquinol.biosynthesis",0.135307380108669,2.80640138006431e-05,9.04251804529651e-05
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6803..phosphatidylcholine.acyl.editing.g__Escherichia.s__Escherichia_coli",0.10603956254702,0.0010501254525499,0.00253670103021499
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5747..2.methylcitrate.cycle.II",0.071091369070118,0.0282798484688989,0.0491077021778144
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis",0.132195806464138,4.28693451643098e-05,0.000133456746666477
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5897..superpathway.of.menaquinol.11.biosynthesis",0.133782258094155,3.45811573143006e-05,0.000109411923497807
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5898..superpathway.of.menaquinol.12.biosynthesis",0.133782258094155,3.45811573143006e-05,0.000109411923497807
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5899..superpathway.of.menaquinol.13.biosynthesis",0.133782258094155,3.45811573143006e-05,0.000109411923497807
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","P441.PWY..superpathway.of.N.acetylneuraminate.degradation",0.112661429001763,0.000496499502065027,0.00127886873439735
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5656..mannosylglycerate.biosynthesis.I",0.117451935461465,0.000281521012129098,0.000760503241216352
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6629..superpathway.of.L.tryptophan.biosynthesis",0.101184906387248,0.00177241616843701,0.00409110653725497
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I",0.132159222006668,4.30810425773395e-05,0.000134001310481684
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation.unclassified",0.0818967035627469,0.0114776776889197,0.0218645860083436
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation",0.220636132487572,5.83271298125486e-12,3.79699404185226e-11
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I",0.108785024062445,0.00077357799352667,0.00191565162001216
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PYRIDNUCSAL.PWY..NAD.salvage.pathway.I",0.0962939748870552,0.00293837397033947,0.00647793250012771
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY0.781..aspartate.superpathway",0.114815177417777,0.000385736354213668,0.00101553274239666
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.",0.265383548252456,8.27199229871615e-17,7.26380586385093e-16
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation",0.173846106076321,6.73722625706158e-08,3.14122312256702e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Escherichia.s__Escherichia_coli",0.0813846381140363,0.0120065804400948,0.0227887398123924
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate",0.12994940056065,5.78733262082839e-05,0.000176251024041642
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5022..4.aminobutanoate.degradation.V",0.104516823436772,0.00124039136912506,0.00295440145579448
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation",0.120588915431016,0.000191906363239352,0.00053466756033398
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","DAPLYSINESYN.PWY..L.lysine.biosynthesis.I",0.0812343587062869,0.0121658419502041,0.0230669933584464
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.173474734218186,7.1910074501207e-08,3.33827635028406e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.",0.186601220335324,6.59414770573368e-09,3.4211835235243e-08
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.",0.118327773952308,0.000253192457072755,0.000689187296134251
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.",0.136516892603521,2.37430441777754e-05,7.73782879562234e-05
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.",0.214806812789813,2.12190493821016e-11,1.33736526735134e-10
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","GLYOXYLATE.BYPASS..glyoxylate.cycle.unclassified",0.0791484218054906,0.014577477110617,0.0271702342913821
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.",0.220617741809272,5.85686310496244e-12,3.81135366555431e-11
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Parabacteroides.s__Parabacteroides_distasonis",0.158152362989885,9.38106834661343e-07,3.74687519385452e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7664..oleate.biosynthesis.IV..anaerobic.",0.214859651490196,2.09755567700137e-11,1.32293395606237e-10
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis",0.116233055317609,0.000325904922116232,0.000869572936869214
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.10186004563974,0.00165011628341615,0.00383350546153373
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6630..superpathway.of.L.tyrosine.biosynthesis",0.0806502978640274,0.0128027007148779,0.0241688779243463
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I",0.11247258744075,0.000507506285890397,0.00130461724023453
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6531..mannitol.cycle",0.189015441683703,4.16831745247026e-09,2.20723371989133e-08
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.",0.221131015643651,5.21822431609247e-12,3.40915257309147e-11
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY0.862...5Z..dodec.5.enoate.biosynthesis",0.211163434824309,4.6688966114972e-11,2.87405287696252e-10
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5840..superpathway.of.menaquinol.7.biosynthesis",0.0876686709307052,0.0067969608569321,0.0137807303632091
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.4041...gamma..glutamyl.cycle.unclassified",0.108306040991754,0.000816356867343378,0.00201065672882721
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6703..preQ0.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.170500107141382,1.20601089630869e-07,5.42853867135393e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6519..8.amino.7.oxononanoate.biosynthesis.I",0.229743106801441,7.20499174825055e-13,5.00307567360584e-12
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.2723..trehalose.degradation.V",0.109900889073358,0.000681848542925039,0.00170734247455041
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II",0.106408563180922,0.00100827003290283,0.0024453198814751
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWYG.321..mycolate.biosynthesis",0.22927327202058,8.04363958312249e-13,5.56005906085261e-12
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6588..pyruvate.fermentation.to.acetone",0.125492683846108,0.000103480071640347,0.000302213557518634
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis",0.111595683714016,0.000561657400006256,0.00142912435211758
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.",0.191194610415081,2.74100220706107e-09,1.47937799807049e-08
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis",0.121634885180802,0.00016854044049367,0.000475061842789999
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.",0.112817136151116,0.000487591581620454,0.00125734591122365
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage",0.12183731388031,0.000164338745751925,0.000463890981618252
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation.unclassified",0.0823187978212915,0.0110573369976068,0.021172313727763
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5103..L.isoleucine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis",0.169591474381785,1.40984910521669e-07,6.28396784397098e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.156872343816442,1.15035217308295e-06,4.53593744768327e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis",0.113823523428741,0.000433511436603173,0.00112778582043781
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.125558939608224,0.000102604129188581,0.000299799525007238
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","VALSYN.PWY..L.valine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.13042524533957,5.43307810742866e-05,0.000166240329463405
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation",0.0939164698800264,0.00372745082395199,0.00800277248939958
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.170118473013086,1.28789619987336e-07,5.77714344113553e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.169970888888336,1.32098120085695e-07,5.91535966105049e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7046..4.coumarate.degradation..anaerobic.",0.143994420846009,8.18441741642295e-06,2.85522247261425e-05
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I",0.235171102622368,1.98394297288311e-13,1.42713876466258e-12
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.16668678290042,2.30973255600668e-07,9.98236169425943e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","GLYCOCAT.PWY..glycogen.degradation.I..bacterial.",0.105586786731014,0.00110367526671159,0.00265549544893065
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6731..starch.degradation.III",0.113511682049302,0.000449639716415237,0.00116608102374068
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5973..cis.vaccenate.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.160418100937768,6.51223163164017e-07,2.6539783618903e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Parabacteroides.s__Parabacteroides_distasonis",0.121377002535941,0.000174039366733981,0.000489227291153945
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II",0.139496759090982,1.56323593652135e-05,5.23597830870506e-05
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","FASYN.ELONG.PWY..fatty.acid.elongation....saturated",0.199941961809304,4.84779920047046e-10,2.79177462805854e-09
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Parabacteroides.s__Parabacteroides_distasonis",0.175364404468776,5.15364119843726e-08,2.44224957806828e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_uniformis",0.188475899132877,4.62067471412327e-09,2.43474013782649e-08
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.0792664443096996,0.0144305557656537,0.0269211791344299
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.0793316882390301,0.0143498971972722,0.0267789304415707
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.173891556826528,6.68362979136618e-08,3.11782945285415e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.173891556826528,6.68362979136618e-08,3.11782945285415e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6606..guanosine.nucleotides.degradation.II",0.176247805955608,4.40494106595477e-08,2.10056087837639e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.165008653933052,3.06016153798072e-07,1.305224798304e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis",0.179856446929338,2.30076037071801e-08,1.13058669673282e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g__Parabacteroides.s__Parabacteroides_distasonis",0.157260251968829,1.08158756128384e-06,4.27868149243441e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_fragilis",0.790391445136665,2.15984249266988e-204,9.76538214861982e-203
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.2942..L.lysine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis",0.140323468040939,1.38997432715194e-05,4.68579504440989e-05
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.",0.203998266569777,2.1127174180276e-10,1.24743435106548e-09
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Parabacteroides.s__Parabacteroides_distasonis",0.169746157348646,1.37294277790109e-07,6.13297140380873e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","HISDEG.PWY..L.histidine.degradation.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.173740593528721,6.86325632707972e-08,3.19507903770362e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5177..glutaryl.CoA.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.0765610833507742,0.0181463348939023,0.0330479128537526
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6353..purine.nucleotides.degradation.II..aerobic.",0.144086958587003,8.0745052965347e-06,2.81903738279668e-05
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.16746525832076,2.02518779482409e-07,8.83431812532674e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.16746525832076,2.02518779482409e-07,8.83431812532674e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.170044373542278,1.3044062957848e-07,5.84832360125363e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5845..superpathway.of.menaquinol.9.biosynthesis",0.179528986923511,2.44177191267212e-08,1.19684563001317e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7663..gondoate.biosynthesis..anaerobic..g__Parabacteroides.s__Parabacteroides_distasonis",0.153101309927648,2.07825255309747e-06,7.90725407600524e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY66.422..D.galactose.degradation.V..Leloir.pathway..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.102501225129121,0.00154119363265077,0.00360535231487092
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis.unclassified",0.0891345523687474,0.00592202212966499,0.0121775381136018
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Parabacteroides.s__Parabacteroides_distasonis",0.168735289862576,1.63210744263498e-07,7.21111292731618e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","VALSYN.PWY..L.valine.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.125391226767982,0.000104835065463944,0.000305778730241481
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.3841..folate.transformations.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.150518087568104,3.09131241864757e-06,1.15211297975409e-05
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7013..L.1.2.propanediol.degradation",0.175050455402092,5.44828043896327e-08,2.57250888516066e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation",0.2104157854766,5.47940621271561e-11,3.36162493609061e-10
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.166851768299072,2.24637931102438e-07,9.72470359376934e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6609..adenine.and.adenosine.salvage.III.g__Parabacteroides.s__Parabacteroides_distasonis",0.160153931850914,6.79714531186914e-07,2.76144447553105e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.105837812183601,0.00107368290075587,0.00258884454183416
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.105837812183601,0.00107368290075587,0.00258884454183416
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Parabacteroides.s__Parabacteroides_distasonis",0.171468875352556,1.02010049628323e-07,4.63869506932286e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",-0.0750196661975918,0.0206175459326815,0.0370339416836937
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7315..dTDP.N.acetylthomosamine.biosynthesis",0.0776933656943255,0.0164999385781071,0.0303620865311745
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.172245572500265,8.91359344827316e-08,4.09001728081051e-07
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Parabacteroides.s__Parabacteroides_distasonis",0.162332380797381,4.765062500581e-07,1.9764216668128e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose..g__Parabacteroides.s__Parabacteroides_distasonis",0.157061800112473,1.11625836114305e-06,4.40691625641444e-06
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.110919947953466,0.000606999942782928,0.00153463937247783
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","FUCCAT.PWY..fucose.degradation",0.189908698452287,3.5123270872119e-09,1.87567736975639e-08
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","GLYCOCAT.PWY..glycogen.degradation.I..bacterial..unclassified",0.107994960949168,0.000845302860138883,0.00207689636119075
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.086984183690849,0.00724390400512029,0.0145846602074361
"UNINTEGRATED.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","PWY.5097..L.lysine.biosynthesis.VI.g__Parabacteroides.s__Parabacteroides_distasonis",0.159616122026045,7.41470055766814e-07,3.00096088097004e-06
