"Species","Pathway","rho","p","FDR"
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","HISTSYN.PWY..L.histidine.biosynthesis.unclassified",0.36471395330247,2.53097540398339e-31,4.03472465756617e-30
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","ARO.PWY..chorismate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.103656249151538,0.00136150307333657,0.00321596415598467
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.238776077378297,8.27404787216715e-14,6.11608220197799e-13
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.0986970810322931,0.00229838318446617,0.0051965305874374
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Lachnospira.s__Lachnospira_pectinoschiza",0.120490093261076,0.000194264489766388,0.000541072037302562
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Eubacterium.s__Eubacterium_eligens",0.245317940990739,1.63083257524513e-14,1.25912713362464e-13
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","TRPSYN.PWY..L.tryptophan.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza",0.123371235654891,0.000135553710345552,0.000388536126507205
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Eubacterium.s__Eubacterium_eligens",0.245307345087449,1.63519149921121e-14,1.26195782749375e-13
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5973..cis.vaccenate.biosynthesis.g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.0692259707072296,0.0327047892000134,0.0559806448110328
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II.g__Roseburia.s__Roseburia_inulinivorans",0.127385748042063,8.10323395426307e-05,0.000240666708851878
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.0666467608905611,0.0397886083441612,0.0667515175986521
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.2942..L.lysine.biosynthesis.III.g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.0758579548124548,0.0192395074927261,0.0347918882517826
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5690..TCA.cycle.II..plants.and.fungi..unclassified",0.0508265666920415,0.117072440176187,0.174108466572829
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6859..all.trans.farnesol.biosynthesis",-0.135218885310443,2.84078639106314e-05,9.14522417518754e-05
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I.g__Bacteroides.s__Bacteroides_ovatus",-0.0886928685495912,0.00617433089137035,0.0126378884713165
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5690..TCA.cycle.II..plants.and.fungi.",0.110358090569084,0.00064726662550823,0.00162718614561058
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6609..adenine.and.adenosine.salvage.III.g__Bacteroides.s__Bacteroides_fragilis",-0.115549471985139,0.000353576809962941,0.000937639798331356
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5104..L.isoleucine.biosynthesis.IV.unclassified",0.125602592776171,0.00010203083057835,0.000298226566571404
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6703..preQ0.biosynthesis.g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0788396639697827,0.0149680824291179,0.0278072420412884
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6700..queuosine.biosynthesis.g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.067885413506894,0.0362390813312142,0.0614186867208683
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","GLUCONEO.PWY..gluconeogenesis.I.unclassified",0.228043030163885,1.07193111575276e-12,7.34548960516401e-12
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6168..flavin.biosynthesis.III..fungi..g__Eubacterium.s__Eubacterium_eligens",0.226410118262225,1.56527287499637e-12,1.0606484587322e-11
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..unclassified",0.377881511988166,1.11757691735205e-33,1.89074921179868e-32
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5686..UMP.biosynthesis.g__Dialister.s__Dialister_invisus",0.0114562388549912,0.724070694992683,0.785689145632544
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6700..queuosine.biosynthesis.g__Bacteroides.s__Bacteroides_caccae",0.0575882828635142,0.0757333975587842,0.118531028768133
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..unclassified",0.378912504386736,7.23195161653177e-34,1.22579898051e-32
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Bacteroides.s__Bacteroides_vulgatus",-0.0958898939510534,0.00306070806664184,0.00672322624258963
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.10446543247196,0.0012473352428222,0.00296861225959552
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..unclassified",0.37982837710029,4.90646555325611e-34,8.37085288819097e-33
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_uniformis",-0.044704530624943,0.168137636825852,0.237196955760595
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Barnesiella.s__Barnesiella_intestinihominis",0.0630001862842043,0.0519900905134263,0.0848465238911905
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY66.422..D.galactose.degradation.V..Leloir.pathway..g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.136334551982856,2.4351316218996e-05,7.92048077162309e-05
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae",0.0262750243452434,0.418068151032273,0.507097575553125
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g__Bacteroides.s__Bacteroides_uniformis",-0.0246923554842021,0.446665858896691,0.535899033051729
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Roseburia.s__Roseburia_inulinivorans",0.115942082825783,0.00033742666198956,0.00089794818287013
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast..g__Bacteroides.s__Bacteroides_vulgatus",-0.0949545521731778,0.00336186378350311,0.00730026456908714
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation.unclassified",0.0794230457959308,0.0142376226322425,0.0265884720694979
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Dialister.s__Dialister_invisus",0.0149096454234011,0.645910507349741,0.720152861685797
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6737..starch.degradation.V.g__Roseburia.s__Roseburia_inulinivorans",0.119948050534455,0.00020768980524065,0.000575729005658102
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.unclassified",0.385954241465453,3.54758597412261e-35,6.26969583263706e-34
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Bacteroides.s__Bacteroides_uniformis",-0.0416889343914469,0.198736419828447,0.273213845306634
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I.g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0802587238917794,0.0132459983026732,0.0249076713181639
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Roseburia.s__Roseburia_inulinivorans",0.148817865952467,4.0002639834529e-06,1.46451296046806e-05
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Roseburia.s__Roseburia_inulinivorans",0.148817865952467,4.0002639834529e-06,1.46451296046806e-05
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Bacteroides.s__Bacteroides_caccae",0.0841755633837768,0.00936606447989507,0.0182736773546993
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6936..seleno.amino.acid.biosynthesis.g__Bacteroides.s__Bacteroides_vulgatus",-0.0955585309653625,0.00316446822118178,0.00691861956541314
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation.unclassified",0.0166281028789068,0.608361908585308,0.686247900472537
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia..g__Parabacteroides.s__Parabacteroides_distasonis",-0.085266060484785,0.0084838959462391,0.0167481113798941
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","HISTSYN.PWY..L.histidine.biosynthesis.g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.132030180190453,4.38356809306785e-05,0.000136209062455302
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","P164.PWY..purine.nucleobases.degradation.I..anaerobic.",0.017843332705351,0.582410246237259,0.662056091876542
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5103..L.isoleucine.biosynthesis.III.g__Roseburia.s__Roseburia_inulinivorans",0.16699756140598,2.191793740821e-07,9.50194474220781e-07
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","HISTSYN.PWY..L.histidine.biosynthesis.g__Roseburia.s__Roseburia_inulinivorans",0.111875186507169,0.000543840051592515,0.0013872755956975
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5097..L.lysine.biosynthesis.VI.g__Eubacterium.s__Eubacterium_eligens",0.229714180824272,7.25405045251755e-13,5.03336075001228e-12
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.0196120647971235,0.545588697478677,0.629825877899073
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Dialister.s__Dialister_invisus",0.0196120647971235,0.545588697478677,0.629825877899073
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.114626816782842,0.000394415012646676,0.0010365838663544
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.114626816782842,0.000394415012646676,0.0010365838663544
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6317..galactose.degradation.I..Leloir.pathway..g__Roseburia.s__Roseburia_inulinivorans",0.126130701034009,9.53301115941872e-05,0.000279892034056991
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g__Bacteroides.s__Bacteroides_vulgatus",-0.0998963828028597,0.00202919872667862,0.00463159589112002
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_uniformis",-0.0266874894044978,0.410795957019157,0.499711812984494
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.250866331575097,3.96122714485765e-15,3.1824303265631e-14
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Lachnospira.s__Lachnospira_pectinoschiza",0.110800587261677,0.000615354269546812,0.00155382069642634
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Bacteroides.s__Bacteroides_vulgatus",-0.0915412071086985,0.00470327278928578,0.00989017120525981
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Bacteroides.s__Bacteroides_uniformis_CAG_3",-0.0482598365828507,0.136765741849917,0.199201325519371
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.0108142395789167,0.738953662202359,0.797894795791951
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.252270350265565,2.75365267998263e-15,2.23493565621218e-14
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0677080865035042,0.03673008934443,0.062152577818059
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.258571484737352,5.23770411379587e-16,4.41017590838607e-15
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0834516562103424,0.00999591986005833,0.0193637737369894
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis",-0.0686949940669983,0.0340677671045426,0.0580558355688682
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PENTOSE.P.PWY..pentose.phosphate.pathway",-0.123470535442087,0.000133864162335942,0.000383995419068513
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0968683672967771,0.00277213814085616,0.00615463982753016
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Alistipes.s__Alistipes_finegoldii",0.047674047472511,0.141599132850836,0.205028432904886
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..unclassified",0.381381873249558,2.53367623430684e-34,4.36352690598346e-33
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0941579215371007,0.00363933600194044,0.0078337083628301
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Lachnospira.s__Lachnospira_pectinoschiza",0.109438058704776,0.000718596448902406,0.00179069281939972
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_uniformis_CAG_3",-0.0553773983874491,0.0876906362416395,0.13489329531101
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","GLUCONEO.PWY..gluconeogenesis.I",0.041274494989952,0.2032406745047,0.27839785973163
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0759855475608174,0.0190369691985641,0.0344803793008983
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6737..starch.degradation.V.g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.125880480930708,9.84514926656679e-05,0.00028863791598731
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","COA.PWY..coenzyme.A.biosynthesis.I.g__Bacteroides.s__Bacteroides_uniformis",-0.0544757043615763,0.0929846251798573,0.14212994916958
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6703..preQ0.biosynthesis.g__Bacteroides.s__Bacteroides_vulgatus",-0.0893375339709876,0.00580921288974277,0.0119752990229667
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.105627245672839,0.00109878954382895,0.00264513730718818
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.1042..glycolysis.IV..plant.cytosol..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.222988735325548,3.42770172247327e-12,2.26701100127715e-11
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6892..thiazole.biosynthesis.I..E..coli..unclassified",0.073926344063323,0.0225434022832474,0.0401645969495503
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Roseburia.s__Roseburia_inulinivorans",0.167086558504243,2.15910424026438e-07,9.37584327022336e-07
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Bacteroides.s__Bacteroides_ovatus",-0.081484291848225,0.0119019906545311,0.0226184993446194
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.053082965054255,0.10166171245167,0.153698810370218
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6936..seleno.amino.acid.biosynthesis.unclassified",0.225323414078766,2.01054018562215e-12,1.35131142464851e-11
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis.g__Bacteroides.s__Bacteroides_uniformis_CAG_3",-0.0483784032518074,0.135803088707674,0.198052511552948
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6700..queuosine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.248153650283389,7.94683063105336e-15,6.27107842912184e-14
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.14136920938392,1.19690636395667e-05,4.07033050721434e-05
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.unclassified",0.39811139624538,1.63331784045681e-37,3.10978938045596e-36
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY0.1296..purine.ribonucleosides.degradation.g__Gemmiger.s__Gemmiger_formicilis",0.202769471987819,2.72211090564597e-10,1.59689577629669e-09
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_caccae",0.0259528082312298,0.423801466656881,0.512965273360727
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Roseburia.s__Roseburia_inulinivorans",0.149098378122544,3.83445824345382e-06,1.40862225108815e-05
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","HISTSYN.PWY..L.histidine.biosynthesis.g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.0640669533648193,0.0481336014844597,0.0791340208110025
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Ruminococcus.s__Ruminococcus_bicirculans",0.196988526295102,8.77914681849443e-10,4.93718624011688e-09
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6168..flavin.biosynthesis.III..fungi..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.225531888268361,1.91645525785752e-12,1.28997898978286e-11
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5097..L.lysine.biosynthesis.VI.g__Dialister.s__Dialister_invisus",0.0222715631547596,0.492486002744699,0.579202701607898
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_caccae",0.0849242561722521,0.00875206907780139,0.0172215706172797
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_uniformis",-0.0217441514229881,0.502792363468484,0.589118362469246
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0.140790239048265,1.30039257336099e-05,4.4041734347975e-05
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Bacteroides.s__Bacteroides_ovatus",-0.079128533595513,0.01460236433588,0.0272082708420156
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g__Barnesiella.s__Barnesiella_intestinihominis",0.0972143907318539,0.00267618124032642,0.00597143012245747
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",-0.0941533125061787,0.00364100015093369,0.0078363647236195
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Roseburia.s__Roseburia_inulinivorans",0.113747707706422,0.000437382207126255,0.00113623341831302
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Dialister.s__Dialister_invisus",0.00864813660651757,0.789863154499085,0.838602525237608
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Dialister.s__Dialister_invisus_CAG_218",0.0188903967441096,0.560472469116349,0.642934327610741
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.0188903967441096,0.560472469116349,0.642934327610741
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6891..thiazole.biosynthesis.II..Bacillus..unclassified",-0.00480200213513395,0.882366795405926,0.910809278217277
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis.unclassified",0.373007857924438,8.56347651603916e-33,1.40445639602835e-31
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7282..4.amino.2.methyl.5.phosphomethylpyrimidine.biosynthesis..yeast..g__Bacteroides.s__Bacteroides_uniformis",-0.0406306480489098,0.210384675058408,0.286460855196477
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation.unclassified",0.224726140107493,2.30584816408974e-12,1.53956978372587e-11
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV",-0.0251301170705737,0.438646558592766,0.527841694896235
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","HISTSYN.PWY..L.histidine.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis",0.0700231787667955,0.0307460774416915,0.0529858211457466
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae",0.0491211864690405,0.129890811999491,0.190697001485998
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5103..L.isoleucine.biosynthesis.III.g__Bacteroides.s__Bacteroides_caccae",0.0663043555044579,0.0408202834764243,0.068274865542861
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY0.1296..purine.ribonucleosides.degradation.g__Roseburia.s__Roseburia_inulinivorans",0.10508175198146,0.00116637340868965,0.0027923387044717
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5030..L.histidine.degradation.III.g__Bacteroides.s__Bacteroides_thetaiotaomicron",-0.0801026784018516,0.0134263973706838,0.0252156654804401
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY66.409..superpathway.of.purine.nucleotide.salvage",0.0141861567526192,0.661999911016886,0.733092280213849
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.111481846348785,0.000569068502436758,0.00144535784540008
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage.g__Bacteroides.s__Bacteroides_uniformis",-0.0416024401734623,0.199670397307108,0.274270208016044
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Bacteroides.s__Bacteroides_uniformis",-0.0229464674474259,0.479464169539896,0.567182797713851
"UNINTEGRATED.g__Roseburia.s__Roseburia_hominis","PWY.5686..UMP.biosynthesis.g__Bacteroides.s__Bacteroides_vulgatus",-0.0934855216020264,0.00388954549925495,0.00831043721176411
