"Species","Pathway","rho","p","FDR","Pathway_clean"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.709969952698513,7.7844109960756e-147,2.44973666251284e-145,"RIBOSYN2 PWY  flavin biosynthesis I  bacteria and plants "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Eubacterium.s__Eubacterium_eligens",0.82152923822976,5.00786845113728e-234,2.88760667873963e-232,"ARGSYN PWY  L arginine biosynthesis I  via L ornithine "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Eubacterium.s__Eubacterium_eligens",0.821524254966928,5.06816944780915e-234,2.91315821793472e-232,"PWY 7400  L arginine biosynthesis IV  archaebacteria "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","PWY.6168..flavin.biosynthesis.III..fungi..g__Eubacterium.s__Eubacterium_eligens",0.780476892443955,5.34796909952555e-196,2.25567928153831e-194,"PWY 6168  flavin biosynthesis III  fungi "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","PWY.5097..L.lysine.biosynthesis.VI.g__Eubacterium.s__Eubacterium_eligens",0.857966939291662,4.54316187770374e-277,4.07787943712512e-275,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","PWY.1042..glycolysis.IV..plant.cytosol..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.754808677940007,3.6211449868825e-176,1.32758315505002e-174,"PWY 1042  glycolysis IV  plant cytosol "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","PWY.6700..queuosine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.843863044313667,4.19596911039548e-259,3.03391877621096e-257,"PWY 6700  queuosine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","PWY.2942..L.lysine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.783362244565413,2.14402269922812e-198,9.23551716374362e-197,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.725140213098891,4.18353638607279e-156,1.37101108796101e-154,"RHAMCAT PWY  L rhamnose degradation I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Eubacterium.s__Eubacterium_eligens",0.72696418265594,2.91707374072289e-157,9.66400011449307e-156,"RHAMCAT PWY  L rhamnose degradation I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","PWY.2942..L.lysine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens",0.777604734840084,1.19744765266467e-193,4.97008967635605e-192,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Eubacterium.s__Eubacterium_eligens",0.707859643664849,1.35936468488269e-145,4.24853926642324e-144,"GLYCOGENSYNTH PWY  glycogen biosynthesis I  from ADP D Glucose "
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","VALSYN.PWY..L.valine.biosynthesis.g__Gemmiger.s__Gemmiger_formicilis",0.946466154734107,0,0,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Gemmiger.s__Gemmiger_formicilis",0.795144610014165,1.40281171315515e-208,6.62192544699483e-207,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Gemmiger.s__Gemmiger_formicilis",0.811803411971496,3.52059648377903e-224,1.85401122921785e-222,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Gemmiger.s__Gemmiger_formicilis",0.811803411971496,3.52059648377903e-224,1.85401122921785e-222,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Gemmiger.s__Gemmiger_formicilis",0.854971991115417,4.27300890602993e-273,3.57149060902621e-271,"BRANCHED CHAIN AA SYN PWY  superpathway of branched amino acid biosynthesis"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","PWY.5103..L.isoleucine.biosynthesis.III.g__Gemmiger.s__Gemmiger_formicilis",0.855191441316333,2.20110435710209e-273,1.87412721919426e-271,"PWY 5103  L isoleucine biosynthesis III"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Gemmiger.s__Gemmiger_formicilis",0.777853663502204,7.51575985019477e-194,3.12659041621915e-192,"PWY 6121  5 aminoimidazole ribonucleotide biosynthesis I"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Gemmiger.s__Gemmiger_formicilis",0.855102837979854,2.87750412733248e-273,2.42736123630209e-271,"ILEUSYN PWY  L isoleucine biosynthesis I  from threonine "
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Gemmiger.s__Gemmiger_formicilis",0.873527453742113,2.71206194830821e-299,2.88985267603064e-297,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Gemmiger.s__Gemmiger_formicilis",0.722066374631661,3.54555438761462e-154,1.15363475887011e-152,"ARGSYNBSUB PWY  L arginine biosynthesis II  acetyl cycle "
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Gemmiger.s__Gemmiger_formicilis",0.700213761388062,3.48329233715072e-141,1.07757333913792e-139,"PWY 7219  adenosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","TRNA.CHARGING.PWY..tRNA.charging.g__Gemmiger.s__Gemmiger_formicilis",0.725217704414598,3.73762603084553e-156,1.22708619654119e-154,"TRNA CHARGING PWY  tRNA charging"
"UNINTEGRATED.g__Gemmiger.s__Gemmiger_formicilis","PWY.6737..starch.degradation.V.g__Gemmiger.s__Gemmiger_formicilis",0.715858674766117,2.31880384299264e-150,7.4385431026706e-149,"PWY 6737  starch degradation V"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.839051713593002,2.2239529301054e-253,1.48434601976009e-251,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Parabacteroides.s__Parabacteroides_distasonis",0.777025917285689,3.52857885494998e-193,1.45791916816425e-191,"PWY 5695  urate biosynthesis inosine 5  phosphate degradation"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6703..preQ0.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.762132419489258,1.43932307436826e-181,5.44105928175602e-180,"PWY 6703  preQ0 biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.5103..L.isoleucine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis",0.857901669203925,5.55803256683961e-277,4.96435840197964e-275,"PWY 5103  L isoleucine biosynthesis III"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.829318252066845,2.34585862869245e-242,1.44405034031774e-240,"PANTO PWY  phosphopantothenate biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","VALSYN.PWY..L.valine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.92678649444547,0,0,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.794605743140998,4.23923216338402e-208,1.97552555624093e-206,"PWY 6124  inosine 5  phosphate biosynthesis II"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.859463591275954,4.33937576809763e-279,3.97325456635713e-277,"BRANCHED CHAIN AA SYN PWY  superpathway of branched amino acid biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.722596871536001,1.65493350848043e-154,5.39437271163183e-153,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.5973..cis.vaccenate.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.828004643451261,6.37353252935427e-241,3.85821050556027e-239,"PWY 5973  cis vaccenate biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Parabacteroides.s__Parabacteroides_distasonis",0.9212301168621,0,0,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Parabacteroides.s__Parabacteroides_distasonis",0.812304747498206,1.13019977323069e-224,6.00389797901935e-223,"NONOXIPENT PWY  pentose phosphate pathway  non oxidative branch "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.794179520059925,1.0142788498725e-207,4.69065353389006e-206,"PWY 7220  adenosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.794179520059925,1.0142788498725e-207,4.69065353389006e-206,"PWY 7222  guanosine deoxyribonucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.840524578846558,4.12125386090512e-255,2.86615903051726e-253,"PWY 7219  adenosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.2942..L.lysine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis",0.851282645520036,2.53540940009245e-268,2.01736657987269e-266,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Parabacteroides.s__Parabacteroides_distasonis",0.860702342923017,8.86730764634908e-281,8.24342921551666e-279,"ILEUSYN PWY  L isoleucine biosynthesis I  from threonine "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","HISDEG.PWY..L.histidine.degradation.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.812790473304537,3.74662463115847e-225,1.99611834515609e-223,"HISDEG PWY  L histidine degradation I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.838165558210637,2.40348291827575e-252,1.58100585754161e-250,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.838165558210637,2.40348291827575e-252,1.58100585754161e-250,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.780965036518646,2.11465373075782e-196,8.98160970352874e-195,"PWY 6123  inosine 5  phosphate biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7663..gondoate.biosynthesis..anaerobic..g__Parabacteroides.s__Parabacteroides_distasonis",0.828789519215394,8.89192362065286e-242,5.41872041110086e-240,"PWY 7663  gondoate biosynthesis  anaerobic "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Parabacteroides.s__Parabacteroides_distasonis",0.800579794690633,1.66161944662945e-213,8.16074607467255e-212,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.3841..folate.transformations.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.807947904097669,1.96198564736156e-220,1.01272919208428e-218,"PWY 3841  folate transformations II"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.782770286887331,6.69860381003827e-198,2.87866179298838e-196,"ARGININE SYN4 PWY  L ornithine de novo  biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6609..adenine.and.adenosine.salvage.III.g__Parabacteroides.s__Parabacteroides_distasonis",0.765306793963972,5.70352976776136e-184,2.22059863030726e-182,"PWY 6609  adenine and adenosine salvage III"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Parabacteroides.s__Parabacteroides_distasonis",0.794743996521358,3.19301175558579e-208,1.49562640613184e-206,"PWY 6385  peptidoglycan biosynthesis III  mycobacteria "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.793200160437612,7.47002090544686e-207,3.43715280096331e-205,"PWY 7228  superpathway of guanosine nucleotides de novo biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Parabacteroides.s__Parabacteroides_distasonis",0.794923433370695,2.20956556150701e-208,1.04032284486354e-206,"RIBOSYN2 PWY  flavin biosynthesis I  bacteria and plants "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose..g__Parabacteroides.s__Parabacteroides_distasonis",0.780531853495738,4.81805604753294e-196,2.03688629332013e-194,"ANAGLYCOLYSIS PWY  glycolysis III  from glucose "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.5097..L.lysine.biosynthesis.VI.g__Parabacteroides.s__Parabacteroides_distasonis",0.817008016347601,2.23996978248011e-229,1.22935209055934e-227,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Parabacteroides.s__Parabacteroides_distasonis",0.771306032298575,1.29084729157868e-188,5.16934692304508e-187,"PWY 6386  UDP N acetylmuramoyl pentapeptide biosynthesis II  lysine containing "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.748748367831926,7.68197441569813e-172,2.74457364369482e-170,"PWY 5667  CDP diacylglycerol biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY0.1319..CDP.diacylglycerol.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.748748367831926,7.68197441569813e-172,2.74457364369482e-170,"PWY0 1319  CDP diacylglycerol biosynthesis II"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Parabacteroides.s__Parabacteroides_distasonis",0.794880602330031,2.41261235984842e-208,1.1329950981649e-206,"PEPTIDOGLYCANSYN PWY  peptidoglycan biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Parabacteroides.s__Parabacteroides_distasonis",0.802480570968767,2.89383711637154e-215,1.44461934513441e-213,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.786089874171326,1.07440901524187e-200,4.75165210357334e-199,"X1CMET2 PWY  N10 formyl tetrahydrofolate biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.76453819608999,2.19390682162234e-183,8.48729855557974e-182,"PWY 6125  superpathway of guanosine nucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.5686..UMP.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.784019426928195,6.02738825960825e-199,2.61488193996005e-197,"PWY 5686  UMP biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PENTOSE.P.PWY..pentose.phosphate.pathway.g__Parabacteroides.s__Parabacteroides_distasonis",0.742468149698895,1.73747658361815e-167,6.04171008208135e-166,"PENTOSE P PWY  pentose phosphate pathway"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","COA.PWY..coenzyme.A.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.753538221094764,2.99432817283762e-175,1.08901504266017e-173,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.746296784455558,3.98659964586355e-170,1.4077486850248e-168,"PANTOSYN PWY  pantothenate and coenzyme A biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.810352629571972,9.25343390875629e-223,4.81733769289853e-221,"ASPASN PWY  superpathway of L aspartate and L asparagine biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g__Parabacteroides.s__Parabacteroides_distasonis",0.747885578573085,3.09989461313178e-171,1.10534598328521e-169,"PWY 6163  chorismate biosynthesis from 3 dehydroquinate"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","TRNA.CHARGING.PWY..tRNA.charging.g__Parabacteroides.s__Parabacteroides_distasonis",0.766686508860516,5.01436125579988e-185,1.96487476219204e-183,"TRNA CHARGING PWY  tRNA charging"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.79082528980908,9.05207440207426e-205,4.10293153433321e-203,"PWY 6121  5 aminoimidazole ribonucleotide biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.784947257620221,9.97164788686016e-200,4.36762971505959e-198,"SER GLYSYN PWY  superpathway of L serine and glycine biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","HISTSYN.PWY..L.histidine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.775409586053185,7.09209299108881e-192,2.91704348511578e-190,"HISTSYN PWY  L histidine biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6700..queuosine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.768548959211747,1.83308991718169e-186,7.21398085982022e-185,"PWY 6700  queuosine biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.734738833770659,2.67692550972922e-162,9.10004845387613e-161,"PWY 6147  6 hydroxymethyl dihydropterin diphosphate biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate..g__Parabacteroides.s__Parabacteroides_distasonis",0.760430425033227,2.69508988831878e-180,1.01252026505271e-178,"PYRIDNUCSYN PWY  NAD biosynthesis I  from aspartate "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6936..seleno.amino.acid.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.743011268187342,7.38550670930791e-168,2.57799459291761e-166,"PWY 6936  seleno amino acid biosynthesis"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6168..flavin.biosynthesis.III..fungi..g__Parabacteroides.s__Parabacteroides_distasonis",0.774961917545209,1.62100115304749e-191,6.60766487912267e-190,"PWY 6168  flavin biosynthesis III  fungi "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",0.74745544115597,6.20124727837966e-171,2.2025911629504e-169,"PWY 6126  superpathway of adenosine nucleotides de novo biosynthesis II"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.747149149686231,1.01516403810304e-170,3.59170950257776e-169,"PWY 7229  superpathway of adenosine nucleotides de novo biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis",0.785343524140515,4.61179951144168e-200,2.02974876565166e-198,"HSERMETANA PWY  L methionine biosynthesis III"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","ARO.PWY..chorismate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",0.743683451500231,2.55415224589519e-168,8.94984770624159e-167,"ARO PWY  chorismate biosynthesis I"
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia..g__Parabacteroides.s__Parabacteroides_distasonis",0.743231717771025,5.21562002198944e-168,1.82406549751765e-166,"PWY 7539  6 hydroxymethyl dihydropterin diphosphate biosynthesis III  Chlamydia "
"UNINTEGRATED.g__Parabacteroides.s__Parabacteroides_distasonis","COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",0.738564741989743,7.6354247226478e-165,2.62005788834963e-163,"COMPLETE ARO PWY  superpathway of aromatic amino acid biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.938730056493759,0,0,"PWY 6121  5 aminoimidazole ribonucleotide biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.923063966515821,0,0,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.933911862769428,0,0,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.931127407785693,0,0,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.920654478536929,0,0,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","COA.PWY..coenzyme.A.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.863243920430923,2.68808662159174e-284,2.55102220479287e-282,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6703..preQ0.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.853752807636821,1.66977474754924e-271,1.37669527941605e-269,"PWY 6703  preQ0 biosynthesis"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.966511988842662,0,0,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.966511988842662,0,0,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
